"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F2629","B",45184,12,1,0.05,2025,"N17",28.26,27.5756320247491,25.6101709711816,0.684367975250936,FALSE,0
"F2630","B",40403,24,1,0.391,2026,"N01",27.71,28.5723402781117,26.6082346685387,-0.862340278111684,FALSE,348.411342565464
"F2631","C",1096091,36,0.966,0.823,2025,"N28",33.82,35.3920151545812,33.4257747557572,-1.57201515458122,FALSE,17230.7166280009
"F2632","E",41763,12,0.923,0.624,2024,"N31",28.72,28.8665300615692,26.9021708992147,-0.146530061569184,FALSE,61.1953496131382
"F2633","B",166165,24,0.896,0.343,2026,"N02",30.11,30.506144864131,28.5425731342202,-0.39614486413096,FALSE,658.25411348321
"F2634","D",73427,36,0.926,0.754,2025,"N34",30.18,30.7295313840842,28.7648416469831,-0.549531384084219,FALSE,403.504409391519
"F2635","C",25337,36,0.967,0.322,2026,"N39",27.71,27.9005414567476,25.9362182579845,-0.19054145674755,FALSE,48.2774888961266
"F2636","C",81124,36,0.902,0.396,2026,"N13",31.09,29.8500726446284,27.8862354669312,1.23992735537165,FALSE,0
"F2637","A",14653,36,0.953,0.172,2024,"N26",26.47,26.5332353410066,24.5682747629842,-0.0632353410065605,FALSE,9.26587451769131
"F2638","C",79201,36,0.989,0.105,2025,"N31",29.12,29.2067074832539,27.2418575436413,-0.0867074832538961,FALSE,68.6731938119183
"F2639","C",275216,36,0.945,0.347,2024,"N19",30.76,31.799387105199,29.8355205552358,-1.03938710519904,FALSE,2860.55961544459
"F2640","E",29119,36,0.954,0.14,2026,"N09",26.48,27.469425132481,25.5046949314389,-0.989425132481021,FALSE,288.110704327148
"F2641","B",352018,12,0.957,0.14,2024,"N23",32.39,31.0364312429281,29.0717057046606,1.35356875707188,FALSE,0
"F2642","C",41888,24,0.985,0.439,2026,"N19",30.6,28.8034701325267,26.8397845779009,1.79652986747334,FALSE,0
"F2643","E",52508,36,0.982,0.245,2025,"N23",28.12,28.8108780409407,26.8464111180884,-0.690878040940731,FALSE,362.766241737159
"F2644","E",86898,24,0.961,0.296,2025,"N34",29.5,29.4560465323113,27.4925535178499,0.0439534676887163,FALSE,0
"F2645","C",396149,36,0.905,0.5,2024,"N11",34.04,32.7374461735631,30.7731971443218,1.3025538264369,FALSE,0
"F2646","E",33457,24,0.979,0.311,2025,"N25",27.75,28.003006132644,26.0390493530395,-0.253006132644003,FALSE,84.6482617987042
"F2647","C",165498,12,0.955,0.382,2025,"N33",30.09,30.5707449165612,28.6069665996953,-0.480744916561207,FALSE,795.623222010466
"F2648","A",29255,36,0.982,0.283,2026,"N13",26.67,27.9596621024826,25.9950275871835,-1.28966210248262,FALSE,377.290648081289
"F2649","E",248914,12,1,0.098,2026,"N19",31.33,30.3451633514822,28.3799296385595,0.984836648517803,FALSE,0
"F2650","C",1359082,36,0.911,0.688,2026,"N34",33.77,35.2043014938901,33.2386553668915,-1.43430149389012,FALSE,19493.3334291917
"F2651","C",11153,36,0.925,0.627,2026,"N24",27.73,27.363921707023,25.3987813267717,0.366078292976997,FALSE,0
"F2652","D",68872,24,0.976,0.126,2026,"N27",30.13,28.6416141079274,26.6776304812484,1.48838589207259,FALSE,0
"F2653","C",43484,36,0.937,0.456,2026,"N21",29.56,29.085918702453,27.1221039240414,0.474081297546952,FALSE,0
"F2654","B",49558,36,0.932,0.091,2024,"N28",31.4,28.2412735589969,26.2767737025897,3.15872644100311,FALSE,0
"F2655","E",11960,12,0.988,0.137,2024,"N22",23.8,25.616814801431,23.6512239176045,-1.81681480143095,FALSE,217.291050251142
"F2656","A",97257,12,0.898,0.542,2026,"N15",28.97,29.9223704436889,27.9583663302552,-0.952370443688935,FALSE,926.246922418547
"F2657","C",33850,24,0.895,0.036,2025,"N01",26.5,27.2070633771679,25.2421762642929,-0.707063377167863,FALSE,239.340953171322
"F2658","D",45375,12,0.895,0.472,2025,"N12",28.17,28.5754243102241,26.6113329651195,-0.405424310224127,FALSE,183.961280764198
"F2659","E",148068,12,0.995,0.167,2026,"N02",28.25,29.6974319272468,27.7327301385871,-1.44743192724679,FALSE,2143.18350603578
"F2660","E",61652,36,0.904,0.248,2024,"N37",29.79,28.9286469326896,26.9645221868307,0.861353067310414,FALSE,0
"F2661","A",42441,36,0.949,0.222,2025,"N37",28.72,28.3703367223314,26.4061662755956,0.349663277668622,FALSE,0
"F2662","B",864394,24,0.942,0.094,2025,"N25",32.69,32.5838971170623,30.618947673921,0.106102882937741,FALSE,0
"F2663","A",115786,36,0.896,0.653,2025,"N36",31.71,31.0899224649943,29.1255417610059,0.620077535005674,FALSE,0
"F2664","D",68068,12,1,0.417,2026,"N27",27.87,29.2208481205093,27.2566032906957,-1.35084812050928,FALSE,919.495298668257
"F2665","D",92601,24,0.961,0.479,2024,"N21",30.82,30.1284899772328,28.165341773202,0.691510022767176,FALSE,0
"F2666","E",96985,36,0.996,0.589,2025,"N08",31.5,30.7877763026777,28.8230012650852,0.712223697322283,FALSE,0
"F2667","B",78069,24,0.943,0.731,2024,"N17",30.44,30.5241624925968,28.5600490130335,-0.0841624925967999,FALSE,65.7048163453957
"F2668","C",181938,12,0.977,0.122,2024,"N08",30.31,30.0329030645524,28.0682260291024,0.277096935447606,FALSE,0
"F2669","C",33210,24,0.942,0.709,2024,"N13",28.72,29.1576379860015,27.1935320772568,-0.437637986001455,FALSE,145.339575151083
"F2670","D",487616,36,0.85,0.103,2024,"N26",32.88,31.7884235617927,29.8224362077511,1.09157643820729,FALSE,0
"F2671","A",109066,12,0.985,0.233,2025,"N09",30.84,29.4504444197641,27.4862579318528,1.38955558023586,FALSE,0
"F2672","C",381598,12,0.941,0.604,2025,"N10",33.79,32.5070031394739,30.5426649848749,1.28299686052607,FALSE,0
"F2673","A",67522,24,0.942,0.44,2024,"N25",28.83,29.4482222991213,27.4850778916942,-0.618222299121275,FALSE,417.436060812667
"F2674","C",811783,24,0.957,0.361,2026,"N34",33.03,33.2806190378393,31.3165040423277,-0.250619037839307,FALSE,2034.48274394306
"F2675","C",193547,12,0.962,0.789,2026,"N14",29.83,31.9307016766445,29.9658381756178,-2.10070167664452,TRUE,4065.84507409516
"F2676","C",118491,12,1,0.316,2025,"N03",28.45,29.9350303585063,27.9706641489092,-1.4850303585063,FALSE,1759.6273220977
"F2677","D",748497,12,0.94,0.672,2024,"N18",31.65,33.7141406455682,31.7490286378653,-2.06414064556822,TRUE,15450.0308078587
"F2678","C",120887,12,0.971,0.562,2024,"N20",29.45,30.6037071166284,28.6396993620724,-1.15370711662844,FALSE,1394.68192207862
"F2679","E",286404,24,1,0.203,2025,"N32",31.24,31.1793786799734,29.2148733210337,0.0606213200265522,FALSE,0
"F2680","D",75040,36,0.949,0.43,2026,"N08",29.66,29.8483295619511,27.8846449831079,-0.188329561951122,FALSE,141.322503288122
"F2681","C",3280028,36,0.971,0.719,2025,"N02",37.32,36.8653168033412,34.898238358772,0.454683196658848,FALSE,0
"F2682","D",109156,12,0.982,0.192,2024,"N27",29.36,29.3591780433796,27.3950603937113,0.000821956620381314,FALSE,0
"F2683","E",62294,24,0.883,0.125,2026,"N05",27.74,28.245625387069,26.2812712209992,-0.505625387068992,FALSE,314.974278620758
"F2684","D",153179,12,1,0.501,2024,"N19",28.34,30.8050033393087,28.8407563254042,-2.46500333930867,TRUE,3775.86746511962
"F2685","C",387923,36,0.881,0.287,2024,"N27",29.34,32.0594639085708,30.0947815264598,-2.71946390857082,TRUE,10549.4259780452
"F2686","D",40423,36,0.893,0.229,2024,"N04",29.79,28.2342937976936,26.2701043113439,1.5557062023064,FALSE,0
"F2687","D",362324,24,0.923,0.427,2025,"N31",32.84,32.0963771741661,30.1328503598481,0.743622825833917,FALSE,0
"F2688","B",66462,12,0.944,0.321,2025,"N36",29.05,28.8498682328986,26.8860676310486,0.200131767101386,FALSE,0
"F2689","D",49093,36,0.943,0.475,2026,"N02",27.75,29.2836546513851,27.3198436711654,-1.53365465138508,FALSE,752.917078004476
"F2690","C",34464,24,0.859,0.334,2024,"N02",28.09,28.005423555024,26.0408892710259,0.0845764449759976,FALSE,0
"F2691","C",543277,24,0.94,0.553,2025,"N28",33.88,33.1933465583303,31.2294563831813,0.686653441669726,FALSE,0
"F2692","D",21531,36,1,0.184,2024,"N15",30.07,27.3011405881517,25.3361700778646,2.76885941184829,FALSE,0
"F2693","C",40209,36,0.952,0.332,2024,"N13",27.42,28.6885723346301,26.7246799069835,-1.26857233463006,FALSE,510.0802500314
"F2694","E",42527,24,0.915,0.66,2026,"N14",29.14,29.1989138860607,27.2348720047647,-0.0589138860606759,FALSE,25.0543083250237
"F2695","B",81885,12,0.952,0.54,2024,"N39",31.1,29.8149853154485,27.8510512252087,1.28501468455149,FALSE,0
"F2696","D",129675,24,0.975,0.282,2026,"N16",29.92,30.0922418029646,28.1287743487359,-0.172241802964617,FALSE,223.354557994367
"F2697","E",42474,36,0.961,0.36,2025,"N32",27.07,28.7546729323303,26.7905511585506,-1.68467293233028,FALSE,715.547981277961
"F2698","A",41144,36,0.918,0.344,2026,"N31",28.07,28.5563898659963,26.5923369419733,-0.486389865996333,FALSE,200.120246465531
"F2699","A",5685,36,1,0.237,2026,"N01",25.86,25.2397491716445,23.2730993196992,0.620250828355466,FALSE,0
"F2700","C",389741,24,0.961,0.379,2026,"N08",34.17,32.1631351621743,30.1995436459505,2.00686483782572,FALSE,0
"F2701","C",152321,24,0.96,0.371,2024,"N07",32.27,30.6817943317701,28.7185149356996,1.58820566822989,FALSE,0
"F2702","A",321345,24,1,0.229,2026,"N08",31.04,31.4160347068697,29.4516844652855,-0.376034706869675,FALSE,1208.36872879036
"F2703","E",169716,36,0.961,0.189,2025,"N39",29.87,30.4933596112191,28.5290719192494,-0.623359611219065,FALSE,1057.94099777655
"F2704","B",14027,12,0.97,0.488,2024,"N37",25.81,26.8760019933583,24.9112582023459,-1.0660019933583,FALSE,149.528099608368
"F2705","C",281200,24,0.973,0.6,2024,"N06",32.39,32.3326270430942,30.3687847176143,0.0573729569057875,FALSE,0
"F2706","A",601642,24,0.911,0.498,2025,"N22",31.54,33.0572822328867,31.0933268755968,-1.51728223288667,FALSE,9128.60717158403
"F2707","D",15325,24,0.947,0.381,2024,"N25",24.54,26.9443073369547,24.980559014567,-2.40430733695469,TRUE,368.460099388306
"F2708","A",353035,24,0.906,0.142,2024,"N07",32.9,31.1924667249743,29.2282772353148,1.70753327502572,FALSE,0
"F2709","A",39950,36,0.929,0.494,2024,"N04",28.81,29.000173940768,27.0362666325763,-0.190173940767963,FALSE,75.9744893368011
"F2710","A",51528,12,0.89,0.28,2024,"N17",29.82,28.2010968330496,26.2369204943107,1.61890316695041,FALSE,0
"F2711","E",20976,36,0.933,0.299,2024,"N37",25.11,27.3995565924485,25.4351961544398,-2.2895565924485,TRUE,480.257390831997
"F2712","A",31991,24,1,0.673,2026,"N24",29.18,28.967961539612,27.003238426388,0.212038460388023,FALSE,0
"F2713","C",102471,24,0.894,0.359,2025,"N11",29.83,29.8880966192275,27.9246132815941,-0.058096619227527,FALSE,59.5321866886391
"F2714","D",184664,12,0.986,0.07,2026,"N23",30.92,29.8177526597118,27.8528474253071,1.10224734028825,FALSE,0
"F2715","B",179920,24,0.986,0.464,2026,"N09",32.18,31.1442354370464,29.1804933648885,1.03576456295355,FALSE,0
"F2716","C",200819,12,0.943,0.421,2026,"N26",32.09,30.9190789303444,28.9553438166253,1.17092106965559,FALSE,0
"F2717","C",62529,36,0.872,0.528,2026,"N02",28.88,29.7472733583752,27.7828156817317,-0.867273358375197,FALSE,542.297358258427
"F2718","B",180510,24,0.972,0.364,2025,"N21",31.17,30.8903422865125,28.9268474455723,0.279657713487467,FALSE,0
"F2719","D",218544,12,0.917,0.203,2026,"N30",29.42,30.330957101209,28.366821942039,-0.910957101209039,FALSE,1990.84208726628
"F2720","A",329168,24,0.978,0.389,2026,"N23",29.01,31.8627995260008,29.8990723217942,-2.85279952600077,TRUE,9390.50314374622
"F2721","A",180611,24,0.91,0.229,2025,"N27",29.81,30.3709729718117,28.4074171528088,-0.560972971811669,FALSE,1013.17889411877
"F2722","D",635818,24,0.89,0.16,2025,"N38",33.29,32.1842133909658,30.2195392314805,1.10578660903418,FALSE,0
"F2723","E",100905,36,0.831,0.566,2025,"N34",30.76,30.474130459235,28.5084042270538,0.285869540764978,FALSE,0
"F2724","B",6624,36,0.939,0.785,2026,"N18",26.03,26.9332573339765,24.9666606978896,-0.903257333976516,FALSE,59.8317658026044
"F2725","B",227684,36,0.968,0.575,2025,"N40",33.13,32.113691360158,30.1494669963752,1.01630863984201,FALSE,0
"F2726","C",172933,24,0.97,0.598,2026,"N10",31.95,31.49398958268,29.5304028914268,0.456010417320027,FALSE,0
"F2727","E",297877,12,0.965,0.313,2024,"N09",31.21,31.2195138737321,29.2553124076641,-0.00951387373208945,FALSE,28.3396416569361
"F2728","B",26474,36,0.869,0.402,2025,"N16",27.89,27.9920513805213,26.0273406151324,-0.102051380521345,FALSE,27.017082479221
"F2729","D",306902,24,0.941,0.481,2025,"N31",32.37,32.016306611558,30.0528411211338,0.353693388441997,FALSE,0
"F2730","A",157665,12,1,0.431,2024,"N32",30.86,30.6258681923844,28.661675014771,0.234131807615626,FALSE,0
"F2731","E",29218,12,0.984,0.567,2025,"N05",27.79,28.2495979856682,26.2848483330098,-0.459597985668161,FALSE,134.285339452523
"F2732","D",22946,36,0.929,0.955,2025,"N21",31.23,29.436743418002,27.4700926882078,1.79325658199796,FALSE,0
"F2733","C",304280,36,0.99,0.23,2026,"N07",31.59,31.6681101892665,29.7035382334887,-0.0781101892665426,FALSE,237.673683900236
"F2734","D",1351765,12,1,0.491,2025,"N02",34.73,34.2661162070194,32.3002476930967,0.463883792980582,FALSE,0
"F2735","A",233637,12,0.944,0.159,2024,"N27",29.05,30.3851796635039,28.4209612186011,-1.33517966350393,FALSE,3119.47371042068
"F2736","D",37728,36,0.867,0.834,2024,"N35",29.05,29.7756437320078,27.8096030555099,-0.725643732007757,FALSE,273.770867211887
"F2737","A",156967,24,0.871,0.508,2024,"N11",30.3,30.8566114290765,28.8926473259349,-0.556611429076465,FALSE,873.696261878455
"F2738","D",32517,36,0.971,0.567,2025,"N39",30,28.9838681693249,27.0194978415924,1.01613183067513,FALSE,0
"F2739","B",68680,24,0.916,0.327,2025,"N38",31.19,29.1319458190499,27.1686369384706,2.05805418095014,FALSE,0
"F2740","C",143395,36,0.945,0.081,2025,"N20",30.42,30.0070277243508,28.0424997968159,0.412972275649214,FALSE,0
"F2741","A",72016,12,0.878,0.182,2025,"N25",27.91,28.4393744356712,26.4747831867876,-0.529374435671158,FALSE,381.234293592942
"F2742","B",396020,24,0.922,0.31,2025,"N01",30.91,31.902691448586,29.9390046874253,-0.992691448586044,FALSE,3931.25667469045
"F2743","B",13942,12,0.905,0.238,2025,"N37",25.97,26.0404076705063,24.0755123152949,-0.0704076705063308,FALSE,9.81623742199264
"F2744","E",113686,12,0.858,0.292,2026,"N17",30.26,29.3660994770524,27.4012660165802,0.893900522947629,FALSE,0
"F2745","B",349604,12,0.965,0.64,2024,"N09",31.18,32.4464518884459,30.4817329769618,-1.26645188844586,FALSE,4427.56646008226
"F2746","C",115342,36,0.971,0.229,2026,"N29",30.36,30.0750413589752,28.1109508424204,0.284958641024826,FALSE,0
"F2747","D",327327,12,0.915,0.136,2024,"N32",30.08,30.8344227494011,28.8699043187124,-0.754422749401137,FALSE,2469.42935293226
"F2748","E",63892,36,0.886,0.585,2024,"N02",28.24,29.8993165620014,27.9348250017414,-1.6593165620014,FALSE,1060.17053779394
"F2749","E",237180,24,0.898,0.759,2024,"N08",31.2,32.2472317170797,30.2824796103108,-1.04723171707974,FALSE,2483.82418656972
"F2750","A",25742,12,0.96,0.33,2026,"N33",27.65,27.3139237848416,25.3497473876384,0.336076215158378,FALSE,0
"F2751","A",101725,36,0.859,0.268,2026,"N10",30.39,29.6813165442729,27.7164474983484,0.708683455727126,FALSE,0
"F2752","A",78172,12,0.982,0.26,2025,"N03",27.35,28.9870619089886,27.0229741037759,-1.63706190898855,FALSE,1279.72403549453
"F2753","D",213074,36,0.918,0.27,2026,"N40",31.17,31.0118913154542,29.0479819713339,0.158108684545788,FALSE,0
"F2754","A",48471,36,0.913,0.66,2025,"N11",28.22,29.7465881176422,27.7821908089826,-1.52658811764217,FALSE,739.952526502335
"F2755","E",106912,24,0.916,0.265,2026,"N22",28.85,29.567214366027,27.6037703160804,-0.717214366026955,FALSE,766.788223006738
"F2756","E",1918,24,0.988,0.238,2025,"N26",21.11,23.2346959080941,21.2672366984282,-2.12469590809413,TRUE,40.7516675172453
"F2757","E",58853,36,0.993,0.263,2024,"N34",30.24,29.0649183389665,27.1004418093831,1.17508166103351,FALSE,0
"F2758","D",209026,12,0.952,0.397,2025,"N31",31.7,30.9199299815423,28.9561402356062,0.780070018457682,FALSE,0
"F2759","D",424244,36,0.868,0.172,2025,"N24",32.13,31.7936391355278,29.8284737262271,0.33636086447224,FALSE,0
"F2760","D",164147,24,0.96,0.445,2024,"N09",31.33,30.9482321746692,28.9850634752177,0.38176782533084,FALSE,0
"F2761","A",100624,12,0.904,0.096,2025,"N16",29.96,28.7827564535655,26.8182160608466,1.1772435464345,FALSE,0
"F2762","E",961941,24,0.857,0.383,2026,"N26",34.09,33.3073857607679,31.3420478196684,0.78261423923211,FALSE,0
"F2763","A",97413,36,0.904,0.541,2026,"N27",30.24,30.464753333279,28.5007199457422,-0.224753333278969,FALSE,218.938964547042
"F2764","E",73921,12,0.872,0.539,2024,"N18",28.73,29.4458110477934,27.4811591862031,-0.715811047793434,FALSE,529.134684639384
"F2765","B",133527,24,0.956,0.709,2025,"N20",34.39,31.3470558210905,29.3829991338191,3.04294417890953,FALSE,0
"F2766","C",86291,12,0.999,0.206,2024,"N32",29.97,29.1155600468691,27.1509816658909,0.854439953130914,FALSE,0
"F2767","D",26990,12,0.954,0.86,2025,"N17",31.14,28.9457771096153,26.9800072449652,2.19422289038465,FALSE,0
"F2768","A",12531,12,1,0.313,2024,"N16",25.56,26.2367966165135,24.2716644505431,-0.676796616513467,FALSE,84.8093840153026
"F2769","C",26388,36,0.927,0.433,2026,"N25",28.15,28.2020221465562,26.2379360609494,-0.05202214655624,FALSE,13.7276040332606
"F2770","D",133583,36,0.961,0.572,2026,"N29",32.38,31.1943562169743,29.2303766126324,1.18564378302567,FALSE,0
"F2771","A",191165,24,0.907,0.206,2026,"N26",32.04,30.3430633348007,28.3793150032805,1.69693666519932,FALSE,0
"F2772","E",166629,12,0.928,0.417,2024,"N19",28.69,30.5110963609715,28.5472531390431,-1.82109636097149,FALSE,3034.47465532319
"F2773","C",47672,24,0.971,0.408,2026,"N10",27.62,28.897034519575,26.9335818343402,-1.27703451957504,FALSE,608.787896171815
"F2774","D",51996,24,1,0.433,2024,"N24",28,29.1482872772308,27.1845738049476,-1.14828727723082,FALSE,597.06345266894
"F2775","A",261224,36,0.887,0.487,2025,"N12",30.46,31.9097832427525,29.9455433672095,-1.44978324275249,FALSE,3787.18177804776
"F2776","A",39592,36,0.944,0.218,2025,"N01",28.14,28.2382849151274,26.2740921474788,-0.0982849151273619,FALSE,38.9129635972251
"F2777","D",52724,36,0.978,0.822,2025,"N01",29.97,30.4885062259476,28.5229972515232,-0.518506225947622,FALSE,273.377222568624
"F2778","D",528656,24,0.91,0.378,2024,"N25",32.46,32.5391362024229,30.5753329593217,-0.0791362024228945,FALSE,418.358282280777
"F2779","E",106534,12,0.979,0.682,2026,"N37",27.95,30.5877282731577,28.6230842296547,-2.63772827315769,TRUE,2810.07743852582
"F2780","C",47758,36,0.907,0.24,2026,"N07",29.92,28.5719762284257,26.6077930135133,1.34802377157427,FALSE,0
"F2781","E",41568,12,0.955,0.455,2026,"N22",28.58,28.3960674704072,26.4321038301067,0.183932529592823,FALSE,0
"F2782","D",392609,12,0.989,0.238,2025,"N18",35.05,31.5529237043802,29.5882491690209,3.49707629561981,FALSE,0
"F2783","E",91812,24,0.931,0.346,2026,"N31",31.05,29.5794097841472,27.6161411920893,1.47059021585285,FALSE,0
"F2784","D",113990,12,0.878,0.403,2025,"N09",29.03,29.8251345526505,27.8609182077453,-0.795134552650545,FALSE,906.373876566356
"F2785","E",115365,12,0.959,0.089,2025,"N32",32.13,29.0586124625867,27.0940040739898,3.07138753741329,FALSE,0
"F2786","E",8668,24,0.853,0.31,2026,"N39",25.81,25.5490975400114,23.5833077459609,0.260902459988635,FALSE,0
"F2787","A",32176,12,0.827,0.341,2024,"N36",28.73,27.4988111924532,25.532876199209,1.23118880754682,FALSE,0
"F2788","B",119946,36,0.949,0.607,2024,"N39",30.73,31.140583813564,29.1765364855374,-0.410583813563978,FALSE,492.478861017449
"F2789","E",83440,12,0.924,0.789,2025,"N29",29.45,30.4414979724736,28.4764246324472,-0.991497972473631,FALSE,827.305908231998
"F2790","B",146429,36,0.928,0.352,2025,"N38",30.34,30.7036424219813,28.7399657269397,-0.363642421981272,FALSE,532.477962082956
"F2791","A",31714,24,0.975,0.549,2025,"N26",29.22,28.606575371554,26.6427037924371,0.613424628445951,FALSE,0
"F2792","A",33034,24,1,0.247,2026,"N35",28.32,27.8215415042849,25.8571739462074,0.49845849571512,FALSE,0
"F2793","D",156106,12,1,0.306,2024,"N03",31.64,30.2870315423851,28.3228202545791,1.35296845761489,FALSE,0
"F2794","D",702335,12,0.98,0.636,2025,"N14",33.9,33.5868516812912,31.6215933565273,0.313148318708798,FALSE,0
"F2795","E",29852,24,0.929,0.155,2026,"N35",27.13,27.2384600003251,25.2743919993974,-0.108460000325085,FALSE,32.3774792970443
"F2796","C",89931,12,0.902,0.339,2025,"N12",29.43,29.3722234654339,27.4082734586245,0.0577765345660524,FALSE,0
"F2797","B",31741,12,0.959,0.319,2026,"N11",25.17,27.6400062713568,25.6758442240483,-2.47000627135683,TRUE,784.00469059137
"F2798","E",14010,12,0.905,0.36,2025,"N04",25.51,26.3403169215102,24.3755252298906,-0.830316921510192,FALSE,116.327400703578
"F2799","E",85752,12,1,0.331,2025,"N27",29.67,29.3414105611681,27.3769192811202,0.328589438831919,FALSE,0
